,RedFighter,BlueFighter,RedOdds,BlueOdds,RedExpectedValue,BlueExpectedValue,Date,Location,Country,Winner,TitleBout,WeightClass,Gender,NumberOfRounds,BlueCurrentLoseStreak,BlueCurrentWinStreak,BlueDraws,BlueAvgSigStrLanded,BlueAvgSigStrPct,BlueAvgSubAtt,BlueAvgTDLanded,BlueAvgTDPct,BlueLongestWinStreak,BlueLosses,BlueTotalRoundsFought,BlueTotalTitleBouts,BlueWinsByDecisionMajority,BlueWinsByDecisionSplit,BlueWinsByDecisionUnanimous,BlueWinsByKO,BlueWinsBySubmission,BlueWinsByTKODoctorStoppage,BlueWins,BlueStance,BlueHeightCms,BlueReachCms,BlueWeightLbs,RedCurrentLoseStreak,RedCurrentWinStreak,RedDraws,RedAvgSigStrLanded,RedAvgSigStrPct,RedAvgSubAtt,RedAvgTDLanded,RedAvgTDPct,RedLongestWinStreak,RedLosses,RedTotalRoundsFought,RedTotalTitleBouts,RedWinsByDecisionMajority,RedWinsByDecisionSplit,RedWinsByDecisionUnanimous,RedWinsByKO,RedWinsBySubmission,RedWinsByTKODoctorStoppage,RedWins,RedStance,RedHeightCms,RedReachCms,RedWeightLbs,RedAge,BlueAge,LoseStreakDif,WinStreakDif,LongestWinStreakDif,WinDif,LossDif,TotalRoundDif,TotalTitleBoutDif,KODif,SubDif,HeightDif,ReachDif,AgeDif,SigStrDif,AvgSubAttDif,AvgTDDif,EmptyArena,BMatchWCRank,RMatchWCRank,RWFlyweightRank,RWFeatherweightRank,RWStrawweightRank,RWBantamweightRank,RHeavyweightRank,RLightHeavyweightRank,RMiddleweightRank,RWelterweightRank,RLightweightRank,RFeatherweightRank,RBantamweightRank,RFlyweightRank,RPFPRank,BWFlyweightRank,BWFeatherweightRank,BWStrawweightRank,BWBantamweightRank,BHeavyweightRank,BLightHeavyweightRank,BMiddleweightRank,BWelterweightRank,BLightweightRank,BFeatherweightRank,BBantamweightRank,BFlyweightRank,BPFPRank,BetterRank,Finish,FinishDetails,FinishRound,FinishRoundTime,TotalFightTimeSecs,RedDecOdds,BlueDecOdds,RSubOdds,BSubOdds,RKOOdds,BKOOdds,RedElo,BlueElo
4181,Ulka Sasaki,Willie Gates,-135.0,115.0,74.0741,115.0,2016-05-08,"Rotterdam, Zuid-Holland, Netherlands", Netherlands,Red,False,Flyweight,MALE,3,1,0,0,18.0,0.42,0.3333,0.0,0.0,1,2,7,0,0,0,0,1,0,0,1,Orthodox,172.72,177.8,125,2,0,0,9.6667,0.477,0.6667,0.6667,0.22,1,2,5,0,0,0,0,0,1,0,1,Southpaw,177.8,180.34,125,26,29,1,0,0,0,0,2,0,1,-1,-5.08,-2.54,-3,8.3333,-0.3333,-0.6667,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,,,,,,787.0,286.0,180.0,945.0,1080.0,235.0,980.7019542757723,982.6783849353161
4182,Jon Jones,Ovince Saint Preux,-720.0,510.0,13.8889,510.0,2016-04-23,"Las Vegas, Nevada, USA", USA,Red,True,Light Heavyweight,MALE,5,0,1,0,22.2222,0.538,0.2222,0.6667,0.333,4,2,20,0,1,0,1,4,1,0,7,Southpaw,190.5,203.2,205,0,12,0,57.25,0.569,0.625,2.0625,0.611,12,1,47,9,0,0,6,4,5,0,15,Orthodox,193.04,213.36,205,28,33,0,-11,-8,-8,-1,-27,-9,0,-4,-2.54,-10.16,-5,-35.0278,-0.4028,-1.3958,0.0,6.0,1.0,,,,,,1.0,,,,,,,1.0,,,,,,6.0,,,,,,,,Red,U-DEC,,5.0,5:00,1500.0,569.0,1600.0,175.0,2675.0,105.0,650.0,1198.4745679487776,1081.0727841474818
4183,Demetrious Johnson,Henry Cejudo,-340.0,280.0,29.4118,280.0,2016-04-23,"Las Vegas, Nevada, USA", USA,Red,True,Flyweight,MALE,5,0,4,0,56.75,0.46,0.25,2.25,0.393,4,0,12,0,0,1,3,0,0,0,4,Orthodox,162.56,162.56,135,0,9,0,67.0,0.527,0.4615,4.5385,0.448,9,2,50,9,0,1,6,1,3,0,11,Orthodox,160.02,167.64,125,29,29,0,-5,-5,-7,2,-38,-9,-1,-3,2.54,-5.08,0,-10.25,-0.2115,-2.2885,0.0,2.0,0.0,,,,,,,,,,,,0.0,2.0,,,,,,,,,,,,2.0,,Red,KO/TKO,Knees,1.0,2:49,169.0,109.0,400.0,410.0,2400.0,445.0,1340.0,1180.3921182065162,1079.6341952946577
4184,Anthony Pettis,Edson Barboza,-190.0,165.0,52.6316,165.0,2016-04-23,"Las Vegas, Nevada, USA", USA,Blue,False,Lightweight,MALE,3,1,0,0,39.1429,0.458,0.0714,0.4286,0.19,4,4,32,0,1,1,3,5,0,0,10,Orthodox,180.34,190.5,155,2,0,0,26.375,0.464,0.375,0.75,0.083,5,3,19,3,0,1,0,2,2,0,5,Orthodox,177.8,182.88,170,29,30,1,0,-1,5,-1,13,-3,3,-2,2.54,7.62,-1,12.7679,-0.3036,-0.3214,0.0,8.0,3.0,,,,,,,,,3.0,,,,,,,,,,,,,8.0,,,,,Red,U-DEC,,3.0,5:00,900.0,255.0,265.0,350.0,2200.0,365.0,500.0,1051.2439612357382,1091.305968995969
4185,Robert Whittaker,Rafael Natal,-325.0,265.0,30.7692,265.0,2016-04-23,"Las Vegas, Nevada, USA", USA,Red,False,Middleweight,MALE,3,0,4,0,41.0714,0.484,0.5,2.5714,0.311,4,5,39,0,0,2,5,1,1,0,9,Orthodox,182.88,193.04,185,0,4,0,49.375,0.426,0.0,0.5,0.375,4,2,19,1,0,0,3,3,0,0,6,Orthodox,182.88,185.42,185,25,33,0,0,0,3,-3,20,-1,-2,1,0.0,7.62,-8,-8.3036,0.5,2.0714,0.0,13.0,7.0,,,,,,,7.0,,,,,,,,,,,,,13.0,,,,,,,Red,U-DEC,,3.0,5:00,900.0,260.0,375.0,2300.0,1300.0,105.0,1275.0,1083.40393831093,1088.5277782486412
4186,Yair Rodriguez,Andre Fili,-110.0,-110.0,90.9091,90.9091,2016-04-23,"Las Vegas, Nevada, USA", USA,Red,False,Featherweight,MALE,3,0,1,0,31.6,0.356,0.2,2.0,0.574,1,2,10,0,0,0,1,2,0,0,3,Orthodox,180.34,187.96,145,0,3,0,47.3333,0.487,2.3333,1.6667,0.517,3,0,9,1,0,1,2,0,0,0,3,Orthodox,180.34,180.34,145,23,25,0,-2,-2,0,-2,1,-1,2,0,0.0,7.62,-2,-15.7333,-2.1333,0.3333,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Kick,2.0,2:15,435.0,205.0,260.0,500.0,800.0,1200.0,410.0,1057.7165719372965,1020.509598576023
4187,Sergio Pettis,Chris Kelades,-225.0,185.0,44.4444,185.0,2016-04-23,"Las Vegas, Nevada, USA", USA,Red,False,Flyweight,MALE,3,0,1,0,34.6667,0.453,0.3333,1.0,0.17,1,1,9,0,0,1,1,0,0,0,2,Orthodox,170.18,172.72,125,0,1,0,56.3333,0.39,0.8333,1.1667,0.347,2,2,17,0,0,0,4,0,0,0,4,Orthodox,167.64,175.26,135,22,35,0,0,-1,-2,1,-8,0,0,0,2.54,-2.54,-13,-21.6667,-0.5,-0.1667,0.0,,14.0,,,,,,,,,,,,14.0,,,,,,,,,,,,,,,Red,U-DEC,,3.0,5:00,900.0,255.0,285.0,350.0,1350.0,365.0,1025.0,1034.7830650002843,1020.9553116833813
4188,Danny Roberts,Dominique Steele,-355.0,295.0,28.169,295.0,2016-04-23,"Las Vegas, Nevada, USA", USA,Red,False,Welterweight,MALE,3,0,1,0,19.0,0.795,0.0,2.0,0.5,1,1,4,0,0,0,0,1,0,0,1,Orthodox,177.8,187.96,170,0,1,0,6.0,0.31,1.0,0.0,0.0,1,0,1,0,0,0,0,0,1,0,1,Southpaw,185.42,187.96,170,28,28,0,0,0,0,-1,3,0,1,-1,-7.62,0.0,0,13.0,-1.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3.0,5:00,900.0,314.0,450.0,310.0,1465.0,165.0,1410.0,1020.0,1002.271373217905
4189,Carla Esparza,Juliana Lima,-190.0,165.0,52.6316,165.0,2016-04-23,"Las Vegas, Nevada, USA", USA,Red,False,Women's Strawweight,FEMALE,3,0,2,0,26.6667,0.447,0.0,1.6667,0.44,2,1,9,0,0,0,2,0,0,0,2,Orthodox,165.1,165.1,115,1,0,0,23.0,0.32,0.5,3.0,0.38,1,1,5,2,0,0,0,0,1,0,1,Orthodox,154.94,160.02,115,28,34,1,2,1,1,0,4,-2,0,-1,10.16,5.08,-6,3.6667,-0.5,-1.3333,0.0,14.0,2.0,,,2.0,,,,,,,,,,,,,14.0,,,,,,,,,,,Red,U-DEC,,3.0,5:00,900.0,137.0,243.0,365.0,1300.0,1000.0,975.0,1001.1500225556907,1021.0838221776276
4190,Glaico Franca,James Vick,170.0,-200.0,170.0,50.0,2016-04-23,"Las Vegas, Nevada, USA", USA,Blue,False,Lightweight,MALE,3,0,4,0,31.75,0.25,0.5,0.0,0.0,4,0,8,0,0,0,2,0,2,0,4,Orthodox,190.5,193.04,155,0,1,0,23.0,0.74,1.0,4.0,0.44,1,0,3,1,0,0,0,0,1,0,1,Orthodox,182.88,195.58,155,25,29,0,3,3,3,0,5,-1,0,1,7.62,-2.54,-4,8.75,-0.5,-4.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,,,,,,296.0,240.0,710.0,275.0,1200.0,464.0,1020.0,1077.5277121077859
4191,Walt Harris,Cody East,160.0,-185.0,160.0,54.0541,2016-04-23,"Las Vegas, Nevada, USA", USA,Red,False,Heavyweight,MALE,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,190.5,187.96,245,3,0,0,13.6667,0.25,0.0,0.0,0.0,0,3,6,0,0,0,0,0,0,0,0,Southpaw,195.58,195.58,250,32,27,3,0,0,0,3,-6,0,0,0,-5.08,-7.62,5,-13.6667,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Punches,1.0,4:18,258.0,1190.0,550.0,2200.0,1015.0,178.0,115.0,944.2031272571934,1000.0
4192,Marcos Rogerio de Lima,Clint Hester,-120.0,100.0,83.3333,100.0,2016-04-23,"Las Vegas, Nevada, USA", USA,Red,False,Light Heavyweight,MALE,3,2,0,0,41.3333,0.447,0.0,0.8333,0.477,4,2,15,0,0,1,1,1,0,1,4,Orthodox,187.96,195.58,205,1,0,0,10.0,0.683,0.6667,0.0,0.0,2,1,3,0,0,0,0,2,0,0,2,Orthodox,185.42,190.5,253,30,29,-1,0,2,2,-1,12,0,0,0,2.54,5.08,1,31.3333,-0.6667,0.8333,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,SUB,Arm Triangle,1.0,4:35,275.0,243.0,446.0,1300.0,866.0,975.0,240.0,1017.2796502868283,1030.2311716537713
4193,Efrain Escudero,Kevin Lee,300.0,-360.0,300.0,27.7778,2016-04-23,"Las Vegas, Nevada, USA", USA,Blue,False,Lightweight,MALE,3,1,0,0,40.5,0.352,1.0,2.3333,0.365,4,2,14,0,0,1,2,0,1,0,4,Orthodox,175.26,195.58,170,1,0,0,33.1818,0.463,0.7273,1.0909,0.286,2,6,29,1,0,0,3,1,1,0,5,Orthodox,175.26,177.8,155,30,23,0,0,2,-1,4,-15,-1,-1,0,0.0,17.78,7,7.3182,0.2727,1.2424,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3.0,5:00,900.0,477.0,108.0,1350.0,432.0,1220.0,400.0,970.8477200796528,1038.5202575403143
4194,Glover Teixeira,Rashad Evans,-225.0,185.0,44.4444,185.0,2016-04-16,"Tampa, Florida, USA", USA,Red,False,Light Heavyweight,MALE,5,1,0,0,28.2105,0.383,0.0,2.6316,0.378,5,5,54,4,1,4,3,6,0,0,14,Orthodox,182.88,190.5,205,0,2,0,41.6667,0.477,0.4444,1.6667,0.367,5,2,21,1,0,0,1,2,3,1,7,Orthodox,187.96,193.04,205,36,36,-1,-2,0,7,-3,33,3,3,-3,-5.08,-2.54,0,-13.4561,-0.4444,0.9649,0.0,7.0,4.0,,,,,,4.0,,,,,,,,,,,,,7.0,,,,,,,,Red,KO/TKO,Punch,1.0,1:48,108.0,225.0,250.0,725.0,1550.0,175.0,800.0,1097.3754264432494,1040.5390467421423
4195,Rose Namajunas,Tecia Torres,-160.0,140.0,62.5,140.0,2016-04-16,"Tampa, Florida, USA", USA,Red,False,Women's Strawweight,FEMALE,3,0,3,0,68.3333,0.483,0.0,1.0,0.387,3,0,9,0,0,0,3,0,0,0,3,Orthodox,154.94,152.4,115,0,2,0,32.6667,0.447,1.6667,3.3333,0.71,2,1,9,1,0,0,0,0,2,0,2,Orthodox,165.1,165.1,115,23,26,0,1,1,1,1,0,-1,0,-2,-10.16,-12.7,-3,35.6667,-1.6667,-2.3333,0.0,4.0,3.0,,,3.0,,,,,,,,,,,,,4.0,,,,,,,,,,,Red,U-DEC,,3.0,5:00,900.0,190.0,200.0,210.0,1500.0,1000.0,1200.0,1024.377278379338,1057.7075346495083
4196,Khabib Nurmagomedov,Darrell Horcher,-1000.0,650.0,10.0,650.0,2016-04-16,"Tampa, Florida, USA", USA,Red,False,Catch Weight,MALE,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Southpaw,177.8,177.8,155,0,6,0,32.5,0.457,0.5,5.8333,0.342,6,0,16,0,0,0,4,1,1,0,6,Orthodox,177.8,177.8,155,27,28,0,-6,-6,-6,0,-16,0,-1,-1,0.0,0.0,-1,-32.5,-0.5,-5.8333,0.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,neither,KO/TKO,Punches,2.0,3:38,518.0,150.0,900.0,265.0,2000.0,200.0,900.0,1114.3806153043265,1000.0
4197,Cub Swanson,Hacran Dias,-115.0,-105.0,86.9565,95.2381,2016-04-16,"Tampa, Florida, USA", USA,Red,False,Featherweight,MALE,3,0,2,0,27.4,0.476,0.4,3.2,0.472,2,2,15,0,0,1,2,0,0,0,3,Orthodox,172.72,175.26,155,2,0,0,43.2222,0.437,0.1111,0.6667,0.444,6,3,26,0,0,0,2,4,0,0,6,Orthodox,172.72,177.8,145,32,31,2,2,-4,-3,1,-11,0,-4,0,0.0,-2.54,1,-15.8222,0.2889,2.5333,0.0,10.0,6.0,,,,,,,,,,6.0,,,,,,,,,,,,,10.0,,,,Red,U-DEC,,3.0,5:00,900.0,225.0,170.0,825.0,875.0,285.0,1150.0,1060.5249763744198,1033.296704277588
4198,Beneil Dariush,Michael Chiesa,-165.0,145.0,60.6061,145.0,2016-04-16,"Tampa, Florida, USA", USA,Blue,False,Lightweight,MALE,3,0,2,0,20.75,0.399,0.75,1.75,0.441,2,2,17,1,0,0,2,0,4,0,6,Southpaw,185.42,190.5,170,0,5,0,29.2857,0.45,0.7143,1.1429,0.38,5,1,15,0,0,1,2,0,3,0,6,Southpaw,177.8,182.88,155,26,28,0,-3,-3,0,-1,2,1,0,1,7.62,7.62,-2,-8.5357,0.0357,0.6071,0.0,14.0,7.0,,,,,,,,,7.0,,,,,,,,,,,,,14.0,,,,,Red,SUB,Rear Naked Choke,2.0,1:20,380.0,130.0,280.0,410.0,705.0,900.0,1050.0,1101.9992849024375,1074.3634148159301
4199,Bethe Correia,Raquel Pennington,180.0,-220.0,180.0,45.4545,2016-04-16,"Tampa, Florida, USA", USA,Blue,False,Women's Bantamweight,FEMALE,3,0,1,0,49.6,0.494,1.0,1.2,0.632,1,2,12,0,0,0,1,0,2,0,3,Orthodox,170.18,170.18,135,1,0,0,58.25,0.583,0.0,0.25,0.063,3,1,9,1,0,1,1,1,0,0,3,Orthodox,165.1,162.56,135,32,27,1,1,-2,0,-1,3,-1,-1,2,5.08,7.62,5,-8.65,1.0,0.95,0.0,11.0,8.0,,,,8.0,,,,,,,,,,,,,11.0,,,,,,,,,,Red,S-DEC,,3.0,5:00,900.0,244.0,160.0,2005.0,250.0,1325.0,727.0,1038.8618801714865,1020.0750561017944
4200,Court McGee,Santiago Ponzinibbio,100.0,-120.0,100.0,83.3333,2016-04-16,"Tampa, Florida, USA", USA,Blue,False,Welterweight,MALE,3,0,1,0,33.2,0.384,0.0,0.2,0.066,2,2,10,0,0,0,1,2,0,0,3,Orthodox,182.88,185.42,170,0,1,0,75.1111,0.373,0.5556,2.0,0.313,3,3,26,1,0,1,3,0,2,0,6,Orthodox,180.34,190.5,170,31,29,0,0,-1,-3,1,-16,-1,2,-2,2.54,-5.08,2,-41.9111,-0.5556,-1.8,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Punch,1.0,4:15,255.0,275.0,165.0,665.0,1260.0,731.0,335.0,1049.256333778939,1020.6656635874056
4201,Randy Brown,Michael Graves,125.0,-145.0,125.0,68.9655,2016-04-16,"Tampa, Florida, USA", USA,Blue,False,Welterweight,MALE,3,0,1,0,27.0,0.6,0.0,7.0,0.7,1,0,3,0,0,0,1,0,0,0,1,Orthodox,177.8,180.34,170,0,1,0,48.0,0.44,1.0,1.0,0.25,1,0,3,0,0,0,1,0,0,0,1,Orthodox,190.5,198.12,170,25,25,0,0,0,0,0,0,0,0,0,-12.7,-17.78,0,-21.0,-1.0,6.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,SUB,Rear Naked Choke,2.0,2:31,451.0,284.0,183.0,708.0,375.0,465.0,1215.0,1018.9280797236573,1020.0
4202,John Dodson,Manvel Gamburyan,-450.0,400.0,22.2222,400.0,2016-04-16,"Tampa, Florida, USA", USA,Red,False,Bantamweight,MALE,3,0,2,0,20.6923,0.392,0.6154,2.3077,0.359,2,7,31,1,0,0,3,0,3,0,6,Orthodox,165.1,170.18,135,1,0,0,40.125,0.371,0.0,0.875,0.343,3,2,22,3,0,0,2,3,0,1,6,Orthodox,160.02,167.64,135,31,34,1,2,-1,0,-5,9,-2,-4,3,5.08,2.54,-3,-19.4327,0.6154,1.4327,0.0,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,neither,KO/TKO,Punches,1.0,0:37,37.0,134.0,675.0,1050.0,1250.0,150.0,2105.0,1075.9675153506143,1021.6331619975631
4203,Oluwale Bamgbose,Cezar Ferreira,-185.0,160.0,54.0541,160.0,2016-04-16,"Tampa, Florida, USA", USA,Blue,False,Middleweight,MALE,3,2,0,0,14.7143,0.387,0.1429,0.8571,0.226,3,3,13,1,0,1,2,0,1,0,4,Southpaw,185.42,198.12,185,0,1,0,7.5,0.49,0.0,0.0,0.0,1,1,2,0,0,0,0,1,0,0,1,Switch,180.34,198.12,185,28,31,-2,-1,2,3,-2,11,1,-1,1,5.08,0.0,-3,7.2143,0.1429,0.8571,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3.0,5:00,900.0,1209.0,800.0,1265.0,390.0,-145.0,450.0,1000.5919980495282,1011.3728874241299
4204,Elizeu Zaleski dos Santos,Omari Akhmedov,125.0,-145.0,125.0,68.9655,2016-04-16,"Tampa, Florida, USA", USA,Red,False,Welterweight,MALE,3,1,0,0,26.8,0.414,0.2,1.4,0.35,2,2,9,0,0,0,1,2,0,0,3,Orthodox,182.88,185.42,185,1,0,0,57.0,0.43,0.0,0.0,0.0,0,1,3,0,0,0,0,0,0,0,0,Orthodox,180.34,185.42,170,29,28,0,0,2,3,-1,6,0,2,0,2.54,0.0,1,-30.2,0.2,1.4,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Knee,3.0,3:03,783.0,,168.0,,490.0,,607.0,980.0,1022.6076130593059
4205,Ben Rothwell,Junior Dos Santos,-105.0,-115.0,95.2381,86.9565,2016-04-10,"Zagreb, Croatia", Croatia,Blue,False,Heavyweight,MALE,5,1,0,0,52.1429,0.509,0.0714,0.3571,0.25,9,3,36,4,0,0,3,8,0,0,11,Orthodox,193.04,195.58,238,0,4,0,22.1111,0.432,0.4444,0.7778,0.094,4,3,18,0,0,0,1,3,2,0,6,Orthodox,193.04,198.12,265,34,32,-1,-4,5,5,0,18,4,5,-2,0.0,-2.54,2,30.0317,-0.373,-0.4206,0.0,5.0,4.0,,,,,4.0,,,,,,,,,,,,,5.0,,,,,,,,,Red,U-DEC,,5.0,5:00,1500.0,1000.0,550.0,375.0,1150.0,230.0,150.0,1077.969779145044,1066.025784889427
4206,Derrick Lewis,Gabriel Gonzaga,-150.0,130.0,66.6667,130.0,2016-04-10,"Zagreb, Croatia", Croatia,Red,False,Heavyweight,MALE,3,0,1,0,13.7143,0.54,0.5238,1.0952,0.42,4,9,36,1,0,0,1,7,4,0,12,Orthodox,187.96,193.04,242,0,2,0,20.4286,0.599,0.0,0.4286,0.357,2,2,11,0,0,0,0,5,0,0,5,Orthodox,190.5,200.66,260,31,36,0,-1,2,7,-7,25,1,2,4,-2.54,-7.62,-5,-6.7143,0.5238,0.6667,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Punches,1.0,4:48,288.0,800.0,775.0,2000.0,350.0,-115.0,400.0,1053.2039584092884,993.2565780875736
4207,Francis Ngannou,Curtis Blaydes,140.0,-160.0,140.0,62.5,2016-04-10,"Zagreb, Croatia", Croatia,Red,False,Heavyweight,MALE,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,193.04,203.2,265,0,1,0,25.0,0.55,0.0,0.0,0.0,1,0,2,0,0,0,0,1,0,0,1,Orthodox,193.04,210.82,250,29,25,0,-1,-1,-1,0,-2,0,-1,0,0.0,-7.62,4,-25.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,,2.0,5:00,600.0,690.0,260.0,1170.0,636.0,200.0,250.0,1020.0,1000.0
4208,Tim Johnson,Marcin Tybura,-110.0,-110.0,90.9091,90.9091,2016-04-10,"Zagreb, Croatia", Croatia,Red,False,Heavyweight,MALE,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,190.5,198.12,249,1,0,0,24.0,0.41,0.0,2.0,0.625,1,1,4,0,0,0,0,1,0,0,1,Southpaw,190.5,195.58,265,31,30,1,0,-1,-1,1,-4,0,-1,0,0.0,2.54,1,-24.0,0.0,-2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,,,,,,410.0,364.0,1108.0,285.0,315.0,430.0,1002.0220864370931,1000.0
4209,Igor Pokrajac,Jan Blachowicz,280.0,-340.0,280.0,29.4118,2016-04-10,"Zagreb, Croatia", Croatia,Blue,False,Light Heavyweight,MALE,3,2,0,0,25.6667,0.507,0.3333,0.3333,0.333,1,2,7,0,0,0,0,1,0,0,1,Orthodox,187.96,198.12,205,5,0,0,19.75,0.486,0.1667,0.5833,0.201,3,8,25,0,0,0,1,2,1,0,4,Orthodox,182.88,193.04,205,37,33,3,0,-2,-3,6,-18,0,-1,-1,5.08,5.08,4,5.9167,0.1667,-0.25,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3.0,5:00,900.0,565.0,205.0,1335.0,467.0,715.0,175.0,970.8529699794293,983.2648233017153
4210,Maryna Moroz,Cristina Stanciu,-170.0,150.0,58.8235,150.0,2016-04-10,"Zagreb, Croatia", Croatia,Red,False,Women's Strawweight,FEMALE,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,160.02,162.56,115,1,0,0,33.5,0.355,0.5,0.0,0.0,1,1,4,0,0,0,0,0,1,0,1,Orthodox,170.18,170.18,125,24,22,1,0,-1,-1,1,-4,0,0,-1,-10.16,-7.62,2,-33.5,-0.5,0.0,0.0,,9.0,,,9.0,,,,,,,,,,,,,,,,,,,,,,,,Red,U-DEC,,3.0,5:00,900.0,260.0,335.0,210.0,600.0,571.0,450.0,1002.1024286659572,1000.0
4211,Nicolas Dalby,Zak Cummings,-105.0,-115.0,95.2381,86.9565,2016-04-10,"Zagreb, Croatia", Croatia,Blue,False,Welterweight,MALE,3,0,1,0,16.25,0.37,0.5,1.25,0.415,2,1,7,0,0,0,1,1,1,0,3,Southpaw,182.88,190.5,185,1,0,0,62.5,0.39,0.0,4.0,0.55,1,1,6,0,0,1,0,0,0,0,1,Orthodox,180.34,187.96,170,31,31,1,1,1,2,0,1,0,1,1,2.54,2.54,0,-46.25,0.5,-2.75,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3.0,5:00,900.0,163.0,200.0,1575.0,615.0,500.0,565.0,1020.0,1039.5005752337397
4212,Ian Entwistle,Alejandro Perez,-150.0,130.0,66.6667,130.0,2016-04-10,"Zagreb, Croatia", Croatia,Blue,False,Bantamweight,MALE,3,0,1,0,25.6667,0.237,0.3333,0.3333,0.167,1,1,6,1,0,0,1,1,0,0,2,Orthodox,167.64,170.18,135,0,1,0,0.5,0.055,3.0,0.0,0.0,1,1,2,0,0,0,0,0,1,0,1,Orthodox,165.1,162.56,135,29,26,0,0,0,1,0,4,1,1,-1,2.54,7.62,3,25.1667,-2.6667,0.3333,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Punches,1.0,4:04,244.0,1175.0,350.0,-115.0,900.0,1670.0,325.0,1001.1500225556907,1014.5792960929025
4213,Mairbek Taisumov,Damir Hadzovic,-320.0,260.0,31.25,260.0,2016-04-10,"Zagreb, Croatia", Croatia,Red,False,Lightweight,MALE,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,175.26,177.8,155,0,3,0,25.6,0.54,0.0,1.4,0.342,3,1,11,0,0,0,1,3,0,0,4,Orthodox,175.26,185.42,155,27,29,0,-3,-3,-4,1,-11,0,-3,0,0.0,-7.62,-2,-25.6,0.0,-1.4,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Punch,1.0,3:44,224.0,125.0,450.0,1343.0,1515.0,185.0,825.0,1057.986551043677,1000.0
4214,Filip Pejic,Damian Stasiak,-110.0,100.0,90.9091,100.0,2016-04-10,"Zagreb, Croatia", Croatia,Blue,False,Bantamweight,MALE,3,1,0,0,14.0,0.6,1.0,1.0,0.5,0,1,3,0,0,0,0,0,0,0,0,Orthodox,165.1,177.8,135,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,172.72,177.8,135,23,26,-1,0,0,0,-1,3,0,0,0,-7.62,0.0,-3,14.0,1.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,SUB,Rear Naked Choke,1.0,2:16,136.0,300.0,155.0,1265.0,575.0,280.0,1265.0,1000.0,978.9015605794931
4215,Rob Whiteford,Lucas Martins,-110.0,-110.0,90.9091,90.9091,2016-04-10,"Zagreb, Croatia", Croatia,Blue,False,Featherweight,MALE,3,2,0,0,24.5,0.368,0.3333,0.0,0.0,3,3,13,0,0,0,0,2,1,0,3,Southpaw,182.88,182.88,145,1,0,0,21.0,0.488,0.0,1.5,0.338,2,2,9,0,0,0,1,1,0,0,2,Southpaw,175.26,175.26,145,32,27,-1,0,1,1,-1,4,0,1,1,7.62,7.62,5,3.5,0.3333,-1.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,,,,,,200.0,410.0,1315.0,716.0,490.0,230.0,1002.7605218406635,1004.4015790712577
